station,description,fournisseur_nom,fournisseur_url,plan_deau,dern_valeur_deb,dern_valeur_niv,previsions,dern_date_prise_valeur_utc,refoulement,etat,url_vigilance
"030268",Au lac Stukely à Orford,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030268,Lac Stukely,,284.326,non,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/171
"030278","À 0,1 km en aval du barrage Aylmer","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030278,Rivière Saint-François,7.854,243.668,non,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/31
"030289",À Weedon,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030289,Lac Louise,,242.775,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/37
"030284","À 0,5 km en aval de la centrale de Weedon","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030284,Rivière Saint-François,9.034,28.665,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/170
"030296",Au quai de la municipalité de Stratford,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030296,Lac Aylmer,,247.347,non,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/461
"040406","Au pont à 1,6 km en amont de Ripon","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040406,Rivière de la Petite Nation,2.824,154.707,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/429
"081101","À 60,4 km de l'embouchure de la rivière Pontax","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=081101,Rivière Pontax,138.7,26.943,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/35
"072301","À 5,1 km en amont du pont du Q.N.S.L.R.","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=072301,Rivière Moisie,179.2,26.073,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/515
"089902",À Mancebourg,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=089902,Lac Abitibi,,264.584,non,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/174
"093801","À 30,6 km en amont de la rivière Denys","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=093801,Grande Rivière de la Baleine,861.9,30.1,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/409
"040602",Au lac du Poisson Blanc à Notre-Dame-du-Laus,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040602,Rivière du Lièvre,,198.688,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/196
"061020","À 0,6 km en amont du pont-route 169","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=061020,Rivière aux Écorces,9.64,27.738,oui,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/280
"061022","À 8,2 km en amont de la rivière Apica","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=061022,Rivière Pikauba,5.094,29.039,oui,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/138
"061024",À 9 km de l'embouchure de la rivière Cyriac,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=061024,Rivière Cyriac,2.219,96.913,oui,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/276
02JE025,À Témiscaming,Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02JE025,Rivière des Outaouais,,4.682,non,2025/10/28 16:55:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/951
Vallée-Jonction,Au pont-route 112 à Vallée-Jonction,Cobaric,https://rivierechaudiere.ca/stations/,Rivière Chaudière,,143.45,non,2025/10/28 18:20:08,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/577
"396","À l'embouchure, près de la rue Saint-Laurent, à Lévis",Hydro Météo,https://www.hydrometeo.net/,Ruisseau Rouge                                                                                                                                                                                                                                                ,,3.27600002288818,non,2025/10/28 18:20:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/979
"413",Marina d'Aylmer,Hydro Météo,https://www.hydrometeo.net/,Rivière des Outaouais,,57.75,non,2025/10/28 18:20:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/984
"504",Au pont de la rue Egan à Quyon,Hydro Météo,https://www.hydrometeo.net/,Rivière Quyon                                                                                                                                                                                                                                                 ,,58.9900016784668,non,2025/10/28 18:20:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/997
"074903","À 0,6 km en aval de la décharge du lac Alieste","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=074903,Rivière Natashquan,172.5,25.936,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/480
"075705","À 1,0 km en amont de la Nétagamiou","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=075705,Rivière du Petit Mécatina,244.1,93.801,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/212
02OH001,Dans la baie Missisquoi à Saint-Armand,Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02OH001,Lac Champlain,,28.412,non,2025/10/28 16:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/565
"030332",Au lac Waterloo à Waterloo,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030332,Lac Waterloo,,207.947,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/237
"030429",À Saint-Jean-Baptiste,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030429,Ruisseau à l'Ours,0.0509,45.788,non,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/888
"050501",Sur la route du Moulin,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050501,Rivière de la Chevrotière,0.1651,28.441,non,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/897
"430",Châteauguay-Pont Arthur-Laberge,Hydro Météo,https://www.hydrometeo.net/,Rivière Châteauguay,,,non,,non,Désactivée,https://vigilance.geo.msp.gouv.qc.ca/stations/1005
"030345","À 1,8 km en aval du barrage à Saint-Hyacinthe","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030345,Rivière Yamaska,3.114,18.803,oui,2025/10/28 15:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/284
"030423","À 3,1 km en amont de la rivière aux Brochets","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030423,Ruisseau Morpions,0.2825,46.956,oui,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/481
"050702","À 7,5 km de l'embouchure de la rivière Porneuf","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050702,Rivière Portneuf,4.084,48.09,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/385
"030298",À 1 km en aval du barrage Aylmer,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030298,Rivière Saint-François,7.795,47.161,non,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/2
"030309","À 0,2 km en amont du pont-route à Shefford-Vale","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030309,Réservoir Choinière,1.136,30.28,non,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/453
"042610",À 0.2 km en aval du barrage de Laniel,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=042610,Rivière Kipawa,15.41,42.825,non,2025/10/28 15:15:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/257
"023448",À Saint-Martin à la passerelle de motoneige,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023448,Rivière Chaudière,3.967,43.607,oui,2025/10/28 15:15:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/507
"030234","À 0,6 km de la rivière Saint-François","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030234,Rivière Eaton,1.174,25.306,oui,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/434
"060901",En amont du seuil à l'entrée du parc du Moulin,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=060901,Rivière du Moulin,2.259,49.193,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/301
"061004","À 0,3 km en aval du barrage de Portage-des-Roches","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=061004,Rivière Chicoutimi,20.35,150.935,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/517
"03480",En aval du pont Dubuc à Saguenay,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/03480,Rivière Saguenay,,0.903,oui,2025/10/28 17:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/738
"15660",À Varennes,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/15660,Fleuve Saint-Laurent,,-0.383,oui,2025/10/28 18:25:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/724
02LB032,À Saint-Eugène en Ontario,Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02LB032,Rivière Rigaud,0.038,1.448,oui,2025/10/28 17:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/551
02MC005,À Pointe-des-Cascades,Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02MC005,Fleuve Saint-Laurent,,20.782,non,2025/10/28 17:05:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/553
"022704","À 2,7 km en aval du pont-route près de Saint-Gabriel-de-Kamouraska","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=022704,Rivière Ouelle,1.328,48.395,oui,2025/10/28 15:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/98
"023002",En amont du pont-route du chemin de la Grande-Grillade,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023002,Rivière Boyer Sud,0.0243,47.798,non,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/269
"030101",À 50 mètres en amont de la chute Nicolet près du chemin Castle Bar,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030101,Rivière Nicolet Sud-Ouest,1.444,154.948,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/281
"024015",Sur le 11e rang à Plessisville,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=024015,Rivière Bourbon,0.0283,161.691,non,2025/10/28 15:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/68
"024016",Au pont de la rue des Églises à Kinnear's Mills,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=024016,Rivière Osgood,0.1781,266.313,non,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/245
"030282","À 1,9 km en amont du ruisseau McGill","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030282,Rivière au Saumon,2.009,272.31,oui,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/73
"549",Camping Genêvrier (aval),Hydro Météo,https://www.hydrometeo.net/,Rivière des Mares,,,non,,non,Désactivée,https://vigilance.geo.msp.gouv.qc.ca/stations/535
"030283",Sur la rivière Coaticook à Waterville,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030283,Rivière Coaticook,,188.618,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/295
"030350",À la plage municipale de la ville de Lac-Brome,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030350,Lac Brome,,196.531,non,2025/10/28 15:15:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/271
"030415",Au pont-route du chemin de la rivière des Hurons Ouest,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030415,Rivière des Hurons,0.1493,23.101,oui,2025/10/28 15:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/501
"030421","À 3,0 km en amont du pont de l'autoroute 10","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030421,Rivière L'Acadie,0.0627,27.414,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/198
"040101",Au lac de la Montagne Noire à Lantier,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040101,Lac de la Montagne-Noire,,453.307,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/74
"040102",Au lac Papineau à Sainte-Agathe-des-Monts,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040102,Lac Papineau,,375.702,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/485
"040212","À 0,3 km de la rivière du Diable","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040212,Ruisseau Saint-Louis,0.1606,29.446,oui,2025/10/28 14:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/117
"040841",Sur le chemin Lytton en amont de la chute Rouge,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040841,Rivière Désert,2.423,185.852,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/41
"022003","À 3,7 km en amont du pont-route 132","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=022003,Rivière Rimouski,2.325,37.616,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/96
"022501",Au lac Morin à Saint-Alexandre-de-Kamouraska,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=022501,Lac Morin,,190.375,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/87
Lévis,"Au barrage Innergex, aux chutes de la Chaudière",Cobaric,https://rivierechaudiere.ca/stations/,Rivière Chaudière,,54.84,non,2025/10/28 18:20:31,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/572
"030920",À l'Artifice,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030920,Rivière Noire,0.0332,45.954,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/460
"486",Au pont de la route 321 à Saint-André-Avellin,Hydro Météo,https://www.hydrometeo.net/,Rivière de la Petite Nation,,149.550994873047,non,2025/10/28 18:20:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/1007
"030206",Au pont-route 112 à Ascot                                                                                                                                                                                                                                     ,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030206,Rivière Saint-François,13.47,157.729,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/903
"030431",À Lacolle à 50 m en aval du pont-route de l'Église Sud                                                                                                                                                                                                        ,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030431,Rivière Lacolle,0.0219,47.978,non,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/905
"024004","À 0,2 km en amont du pont de la rue Savoie à Plessisville                                                                                                                                                                                                     ","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=024004,Rivière Bourbon,0.1271,48.906,oui,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/914
"03300",À Portneuf,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/03300,Fleuve Saint-Laurent,,,oui,,non,Désactivée,https://vigilance.geo.msp.gouv.qc.ca/stations/807
"030905",À 2 km en amont du pont-route 132,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030905,Rivière Châteauguay,4.635,28.577,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/303
"043301",À la tête des rapides du Cheval Blanc (chenal sud),"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043301,Rivière des Prairies,597,19.163,non,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/432
"030424",À Notre-Dame-de-Stanbridge (pont couvert),"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030424,Rivière aux Brochets,2.195,50.03,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/267
"030425",À Saint-Armand,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030425,Rivière de la Roche,0.2969,48.082,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/148
"030426",À Pike-River,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030426,Ruisseau Ewing,0.085,46.345,non,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/226
"040129","À 0,3 km en aval de la décharge du lac Élevé","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040129,Rivière Doncaster,0.6859,29.16,non,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/241
"040204",En amont de la chute McNeil,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040204,Rivière Rouge,21.8,26.488,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/39
"030225","À 0,6 km en aval du barrage Jules-Allard","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030225,Rivière Saint-François,5.037,278.739,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/304
"040840",Sur le chemin du Lac-Cayamant à Gracefield,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040840,Rivière Picanoc,2.07,42.943,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/202
"030241",Au quai passerelle à North Hatley,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030241,Lac Massawipi,,160.291,non,2025/10/28 15:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/487
"040608",Au réservoir Kiamika à Chute-Saint-Philippe,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040608,Rivière Kiamika,,267.219,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/266
"040609",Au réservoir Mitchinamecus à Lac-Oscar,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040609,Réservoir Mitchinamecus,,378.845,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/504
01BE001,À Upsalquitch au Nouveau-Brunswick                                                                                                                                                                                                                            ,Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=01BE001,Rivière Upsalquitch,4,0.695,oui,2025/10/28 17:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/915
"377",À 1 km en aval de l'autoroute 40,Hydro Météo,https://www.hydrometeo.net/,Rivière Rigaud,,21.8689316253662,non,2025/10/28 18:20:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/954
"060603",À 350 m de la confluence avec la rivière Ha! Ha!                                                                                                                                                                                                              ,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=060603,Bras Rocheux,3.909,48.362,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/913
"052237",À Rawdon près du pont-barrage                                                                                                                                                                                                                                 ,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=052237,Lac Rawdon,,157.425,non,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/912
02OJ007,"À Carignan, aux rapides Fryers",Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02OJ007,Rivière Richelieu,76.5,25.498,oui,2025/10/28 17:50:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/567
"040619",À la tête de la chute Rascas,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040619,Rivière Mitchinamecus,23.09,309.337,oui,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/211
"040624","À 2,2 km en amont du pont-route 311 à Lac-Saint-Paul","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040624,Rivière du Lièvre,44.49,243.373,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/522
01BC001,"Au Nouveau-Brunswick, près de la rivière Kedgwick",Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=01BC001,Rivière Ristigouche,8.78,0.627,non,2025/10/28 17:05:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/542
"040629",Au lac des Écorces,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040629,Lac des Écorces,,229.675,non,2025/10/28 15:15:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/472
"061307",En amont du ruisseau des Aulnaies,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=061307,La Belle Rivière,2.09,93.83,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/397
